,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active,Status,Converted_y_N,Prediction Probability
3970,6.0,0.0,1.0,2.514581307060663,6.0,2.0,2.0,0.0,1.0,1.0,0,0.28346391392350956
6142,4.0,1.0,0.0,2.492824463854442,2.0,2.0,2.0,1.0,1.0,0.0,1,0.2748164066181382
8214,4.0,1.4321345308767741,0.0,2.4722694151643374,1.0,2.0,1.0,0.0,1.0,1.0,1,0.8567807799094781
5492,5.0,0.0,0.0,2.492824463854442,9.0,0.0,1.0,1.0,1.0,0.0,0,0.47936656922965715
10301,4.0,1.0,1.0,2.5781108233699035,8.0,3.4923634008041144,1.0,0.0,1.0,1.0,1,0.9080160240766403
3111,3.0,2.0,1.0,2.503869564022474,5.0,2.0,2.0,0.0,1.0,1.0,0,0.06159547358821369
7351,4.0,1.0,1.0,2.550853348008332,1.0,2.62504199359062,2.37495800640938,0.0,1.0,1.0,1,0.9348040124845783
5283,3.0,0.0,1.0,2.4183424053220275,9.0,4.0,1.0,0.0,1.0,1.0,0,0.2508057308581811
4882,3.0,1.0,1.0,2.481426676229533,10.0,2.0,1.0,1.0,1.0,0.0,0,0.22115465011838015
9218,4.0,0.0,0.0,2.4553882748311096,9.808041018237999,2.0,1.0,0.0,1.0,1.0,1,0.6803039323594353
8434,4.0,0.7278485354195412,0.0,2.5067847805785264,0.2721514645804588,4.0,1.0,0.0,1.0,1.0,1,0.9707561259526616
11034,4.77008901213361,0.0,0.0,2.6785742214131916,2.77008901213361,0.0,1.0,0.0,0.0,3.0,1,0.9258107273322622
8061,4.0,2.0,0.0,2.5310292557364322,8.190928718481137,2.0,1.0,0.0,1.0,1.0,1,0.9323757501506645
701,3.0,1.0,1.0,2.389737358340596,8.0,4.0,1.0,0.0,1.0,1.0,0,0.03313540000993463
3276,4.0,2.0,1.0,2.492824463854442,8.0,4.0,1.0,1.0,1.0,0.0,0,0.03444357568054515
3781,4.0,2.0,1.0,2.389737358340596,1.0,2.0,2.0,0.0,1.0,1.0,0,0.033948816757826426
10586,4.157548334910278,1.1575483349102786,1.0,2.4832223786914986,10.0,1.0,1.1575483349102786,0.0,1.0,1.0,1,0.9575668357140025
9011,3.0,2.0,1.0,2.4909199611870267,8.0,2.0,1.0,0.0,1.0,1.0,1,0.7433000299519168
10867,5.348695089033535,0.0,0.0,2.542547512666664,0.34869508903353585,2.0,1.0,0.0,1.0,1.0,1,0.8894126815105969
1364,2.0,0.0,1.0,2.342296594692339,2.0,4.0,1.0,0.0,1.0,1.0,1,0.4352095345975704
6323,5.0,1.0,0.0,2.225445051482812,0.0,2.0,1.0,1.0,1.0,0.0,0,0.18270582684527306
1528,2.0,1.0,1.0,2.3587758197041415,9.0,2.0,1.0,0.0,0.0,3.0,1,0.37431436752428643
8618,4.750309033467435,1.0,0.0,2.624257351048404,3.0,2.0,1.0,0.0,1.0,1.0,1,0.9996044303797469
3602,3.0,1.0,1.0,2.481426676229533,6.0,0.0,1.0,0.0,1.0,1.0,0,0.14759893110551495
6715,3.0,1.0,1.0,2.672424040037831,5.0,2.0,1.0,0.0,1.0,1.0,1,0.9770242815200586
7673,4.0,1.0,0.5121567358391919,2.4966438248453464,4.0,2.0,1.0,1.0,0.0,2.0,1,0.9702480443359074
5260,4.0,2.0,0.0,2.514581307060663,5.0,2.0,2.0,1.0,1.0,0.0,0,0.05626778244224456
2609,5.0,0.0,0.0,2.4183424053220275,7.0,0.0,1.0,1.0,1.0,0.0,0,0.17270979770818098
6164,6.0,1.0,0.0,2.4318593876580854,1.0,2.0,2.0,0.0,0.0,3.0,0,0.03982186217852637
8664,3.4730684452716254,1.0,0.5269315547283746,2.6408955152141456,4.0,2.0,3.0,0.0,1.0,1.0,1,1.0
6949,3.0,1.0,1.0,2.5815725377636167,3.0,2.0,1.0,0.0,1.0,1.0,1,0.8465025506241657
913,5.0,1.0,0.0,2.481426676229533,1.0,3.0,1.0,0.0,1.0,1.0,0,0.35948698512714666
11057,5.0,0.6885304829557869,1.0,2.6837144196573037,3.0,2.0,1.688530482955787,1.0,1.0,0.0,1,0.8996530983081614
8204,3.345916785036436,0.0,0.0,2.559854472440127,3.345916785036436,4.0,1.0,0.0,0.0,3.0,1,0.9848946538932626
6754,4.0,0.0,1.0,2.503869564022474,5.0,2.0,1.0,1.0,0.0,2.0,0,0.3970160437247086
5696,4.0,1.0,1.0,2.503869564022474,10.0,2.0,1.0,1.0,0.0,2.0,1,0.42155367169548863
6466,6.0,0.0,1.0,2.469655202750048,0.0,0.0,1.0,1.0,0.0,2.0,1,0.5494971410533095
5535,3.0,0.0,0.0,2.685392895784163,0.0,4.0,2.0,1.0,0.0,2.0,0,0.23506417551980316
3932,3.0,0.0,1.0,2.6789736147665053,9.0,4.0,2.0,1.0,1.0,0.0,0,0.0679191707067624
6549,4.0,2.0,1.0,2.389737358340596,6.0,2.0,2.0,0.0,1.0,1.0,0,0.004542396572219827
6118,4.0,1.0,1.0,2.572762252517431,6.0,2.0,1.0,0.0,0.0,3.0,0,0.5767558043516224
3304,4.0,2.0,1.0,2.737996495258342,7.0,2.0,1.0,1.0,1.0,0.0,0,0.2272926996910028
5434,3.0,0.0,1.0,2.481426676229533,0.0,2.0,1.0,0.0,0.0,3.0,0,0.3741878480041954
6541,2.0,0.0,1.0,2.2683401851981295,9.0,0.0,2.0,0.0,1.0,1.0,0,0.1257844533238878
5995,5.0,1.0,1.0,2.5637191659191334,7.0,2.0,2.0,1.0,1.0,0.0,0,0.035037005788122695
2454,3.0,1.0,1.0,2.4574871831877636,10.0,2.0,2.0,0.0,1.0,1.0,0,0.08317295963497513
914,5.0,1.0,0.0,2.3587758197041415,0.0,4.0,1.0,1.0,1.0,0.0,1,0.47978727305818075
7156,3.0,1.0,1.0,2.5957172883610196,5.336601123063162,2.0,2.0,1.0,1.0,0.0,1,0.607055151868307
2298,4.0,1.0,0.0,2.672424040037831,8.0,2.0,1.0,1.0,1.0,0.0,0,0.43111079345991365
267,4.0,1.0,1.0,2.4574871831877636,9.0,2.0,1.0,1.0,1.0,0.0,1,0.482041509858945
7662,5.0,0.0,0.0,2.5750627404311928,9.020782646744841,0.0,1.0,0.0,1.0,1.0,1,0.9237803322133397
8702,4.0,0.0,0.7668767268091444,2.5874326118520665,5.233123273190856,4.0,1.0,0.0,0.0,3.0,1,0.9959559164464227
4988,2.0,1.0,1.0,2.4318593876580854,5.0,2.0,2.0,0.0,1.0,1.0,0,0.13860162216111194
10823,4.0,2.0,0.0,2.342296594692339,4.434620918744871,2.0,1.4346209187448715,0.0,1.0,1.0,1,0.8367325374590141
9025,5.0,0.0,0.2808196876107112,2.420030692543619,10.0,4.0,1.2808196876107112,1.0,1.0,0.0,1,0.9831103273808139
9842,3.0,2.0,0.4957681399650785,2.5635194851028587,6.0,2.0,1.0,0.0,0.0,3.0,1,0.9687157753101535
5261,2.0,2.0,1.0,2.481426676229533,10.0,2.0,2.0,1.0,1.0,0.0,0,0.04309069663686193
4777,5.0,1.0,1.0,2.2474642325978444,10.0,4.0,2.0,0.0,1.0,1.0,0,0.09069086882808895
9197,4.0,0.0,1.0,2.549787680429526,0.8423260837648866,0.0,1.8423260837648865,0.0,0.0,3.0,1,0.9531663701153646
2520,3.0,2.0,1.0,2.492824463854442,10.0,4.0,1.0,0.0,1.0,1.0,0,0.342480810439554
5090,4.0,0.0,1.0,2.389737358340596,4.0,1.0,2.0,1.0,1.0,0.0,0,0.026694750293968464
1467,4.0,2.0,0.0,2.514581307060663,5.0,4.0,1.0,1.0,1.0,0.0,0,0.11966936969141373
5688,2.0,1.0,0.0,2.404313823748339,3.0,2.0,2.0,1.0,1.0,0.0,0,0.012909523669017339
10950,4.0,1.0,1.0,2.599793945875194,6.018709048891329,2.0187090488913286,1.0187090488913286,1.0,0.0,2.0,1,0.952223071666482
4871,5.0,1.0,1.0,2.389737358340596,10.0,0.0,1.0,1.0,1.0,0.0,0,0.0358250099780256
787,5.0,1.0,1.0,2.307063035651694,1.0,2.0,1.0,0.0,1.0,1.0,0,0.06547892978140461
5105,5.0,1.0,0.0,2.3250797444737543,0.0,2.0,2.0,0.0,1.0,1.0,0,0.0077590549984912814
8888,3.0,1.2550186996439785,0.0,2.6448209702670016,6.0,4.0,1.0,0.0,1.0,1.0,1,0.980603691800841
1366,4.0,2.0,1.0,2.3250797444737543,9.0,0.0,2.0,0.0,0.0,3.0,0,0.05551540439090895
9690,5.0,0.0,1.0,2.5730187546309176,4.83301299754336,0.0,1.0,1.0,1.0,0.0,1,0.9281590029161342
1083,4.0,2.0,1.0,2.444897673102868,0.0,2.0,2.0,1.0,1.0,0.0,0,0.0004219409282700422
8444,4.0,0.36316512978487103,1.0,2.527632213307921,0.36316512978487103,4.0,1.0,0.0,1.0,1.0,1,0.9688414433667598
5907,4.0,0.0,1.0,2.492824463854442,0.0,4.0,4.0,1.0,0.0,2.0,1,0.7855850849313543
819,5.0,1.0,0.0,2.3587758197041415,5.0,2.0,2.0,0.0,1.0,1.0,0,0.015402254112231777
1450,4.0,1.0,0.0,2.469655202750048,1.0,3.0,2.0,1.0,1.0,0.0,0,0.12349849569227822
1579,3.0,2.0,1.0,2.481426676229533,7.0,2.0,1.0,0.0,1.0,1.0,1,0.5835568028553076
9484,4.0,1.0,0.7931681566954447,2.6034704661950197,10.0,2.0,1.0,1.0,1.0,0.0,1,0.8104540379238623
762,5.0,0.0,1.0,2.3250797444737543,6.0,0.0,2.0,0.0,1.0,1.0,0,0.05453227216757413
7202,4.0,2.0,0.0,2.527932866730558,9.0,2.0,1.9079512767288618,1.0,1.0,0.0,1,0.8675693310686647
8781,5.0,0.5691902864246269,0.0,2.608557625596964,5.0,2.0,1.0,0.0,1.0,1.0,1,0.9921382477041449
2055,4.0,1.0,1.0,2.469655202750048,4.0,0.0,2.0,0.0,0.0,3.0,0,0.18152549202461996
2230,4.0,1.0,1.0,2.389737358340596,6.0,1.0,1.0,0.0,0.0,3.0,0,0.11637325321584836
1401,5.0,1.0,1.0,2.4318593876580854,3.0,4.0,1.0,0.0,0.0,3.0,0,0.04961559560370285
865,5.0,1.0,0.0,2.6067097709889424,5.0,2.0,2.0,1.0,1.0,0.0,0,0.03812323659214947
529,3.0,1.0,1.0,2.469655202750048,6.0,2.0,1.0,0.0,1.0,1.0,0,0.13951329267035253
5474,5.0,1.0,1.0,2.524977524647276,1.0,2.0,2.0,1.0,0.0,2.0,0,0.05199547231060535
9446,4.0,0.0,0.0,2.623936626754041,6.107444285955373,4.0,1.1074442859553733,1.0,1.0,0.0,1,0.9576945139266339
1231,5.0,1.0,1.0,2.389737358340596,0.0,2.0,2.0,0.0,1.0,1.0,0,0.019227532660978996
2236,4.0,0.0,0.0,2.5815725377636167,8.0,0.0,1.0,0.0,1.0,1.0,1,0.9713891593638428
9340,2.320668999121336,2.0,1.0,2.676902000997358,6.0,2.0,1.3206689991213358,1.0,1.0,0.0,1,0.9345840039143606
7833,3.0,1.0899635097949236,0.0,2.540204264337359,10.0,2.0,1.9100364902050764,0.0,0.0,3.0,1,0.9656881021542325
4890,3.0,2.0,0.0,2.342296594692339,8.0,3.0,1.0,0.0,1.0,1.0,0,0.2412128349838994
2443,6.0,0.0,1.0,2.404313823748339,0.0,4.0,2.0,1.0,1.0,0.0,0,0.07879146803642577
2251,3.0,2.0,0.0,2.2683401851981295,2.0,1.0,1.0,1.0,1.0,0.0,1,0.556377135735952
8733,5.0,1.0,0.0,2.4341780844550196,4.403670892582096,2.0,1.0,0.0,1.0,1.0,1,0.917426494823426
9756,3.0,2.0,0.0,2.5688054754033396,6.0,2.0,1.0,0.32589692087820954,0.0,2.6741030791217906,1,0.9804360434386497
7941,4.7877724600023726,2.0,0.0,2.5908773615684044,1.0,4.0,2.0,0.0,1.0,1.0,1,0.8267537165200979
10264,2.3460865548912624,1.0,1.0,2.5637841146184392,6.0,2.0,2.6539134451087376,0.0,1.0,1.0,1,0.9608361522389427
10393,2.0,1.952345020632691,0.0,2.626933677935034,1.047654979367309,2.0,1.047654979367309,0.0,0.0,3.0,1,0.9877849471203904
1867,5.0,0.0,0.0,2.481426676229533,6.0,0.0,2.0,0.0,1.0,1.0,0,0.5197646420275622
9261,4.0,1.0,0.0,2.3970060805601845,8.827436561405873,2.8274365614058743,1.0,0.0,1.0,1.0,1,0.836419881473179
1807,3.0,1.0,1.0,2.503869564022474,10.0,2.0,2.0,0.0,0.0,3.0,0,0.02933211251807677
5235,4.0,1.0,1.0,2.469655202750048,9.0,2.0,2.0,1.0,1.0,0.0,0,0.0067506827874915815
8448,6.0,2.0,0.0,2.4886381035708713,8.321323503814257,2.0,1.678676496185742,1.0,0.0,2.0,1,0.937012778836122
4847,4.0,2.0,1.0,2.444897673102868,3.0,2.0,2.0,1.0,1.0,0.0,0,0.0011867088607594937
2797,3.0,2.0,1.0,2.404313823748339,2.0,1.0,1.0,1.0,1.0,0.0,0,0.20566871967825254
2131,3.0,1.0,0.0,2.389737358340596,0.0,2.0,1.0,1.0,0.0,2.0,0,0.14980711088061088
689,5.0,1.0,1.0,2.514581307060663,2.0,2.0,2.0,1.0,1.0,0.0,0,0.02941242150837715
736,4.0,0.0,0.0,2.5448880909648666,4.0,4.0,2.0,1.0,0.0,2.0,0,0.1718460656043933
5937,4.0,1.0,0.0,2.524977524647276,0.0,2.0,2.0,1.0,1.0,0.0,0,0.04667715214140145
9407,3.0,0.053598205968011126,1.0,2.6244346406918084,10.0,1.9464017940319889,1.0,0.0,1.0,1.0,1,0.9443747157979336
6461,5.0,2.0,1.0,2.685392895784163,1.0,2.0,2.0,1.0,1.0,0.0,0,0.05697289901643862
2597,4.0,0.0,1.0,2.5815725377636167,5.0,4.0,1.0,0.0,0.0,3.0,1,0.8284142971286538
10435,4.0,0.0,0.0,2.5985366483993895,4.0,0.3006406239377647,1.0,1.0,1.0,0.0,1,0.9938808729947969
4355,4.0,0.0,0.0,2.3587758197041415,5.0,2.0,1.0,0.0,1.0,1.0,0,0.20369848552309175
6992,3.0,1.0,1.0,2.1512396018063,1.0,2.0,2.0,1.0,1.0,0.0,0,0.025977029299814113
10498,3.276306030500682,0.0,1.0,2.568652160224535,0.2763060305006819,0.0,1.0,1.0,1.0,0.0,1,0.8332187934543713
6166,4.0,1.0,1.0,2.3250797444737543,6.0,2.0,2.0,0.0,1.0,1.0,0,0.0
391,5.0,0.0,0.0,2.524977524647276,1.0,2.0,2.0,1.0,0.0,2.0,0,0.069449883566389
3569,3.0,2.0,1.0,2.492824463854442,10.0,2.0,2.0,1.0,1.0,0.0,0,0.030524783605572883
6874,5.0,2.0,1.0,2.374572871755165,8.0,2.0,2.0,1.0,0.0,2.0,0,0.01151982945076765
4585,4.0,1.0,0.0,2.469655202750048,9.0,2.0,2.0,0.0,1.0,1.0,0,0.07204677518947969
5565,5.0,0.0,0.0,2.514581307060663,5.0,2.0,1.0,1.0,0.0,2.0,1,0.6340161725034558
1996,5.0,1.0,0.0,2.389737358340596,1.0,2.0,2.0,1.0,0.0,2.0,0,0.050009202692654554
10470,4.0,0.0,0.0,2.3387227302596227,6.0,0.0,1.0,0.0,0.0,3.0,1,0.7568926293893212
11042,3.0,0.0,0.0,2.594446233769143,6.382848424593217,4.0,1.6171515754067836,1.0,0.0,2.0,1,0.9804414503548902
5931,4.0,2.0,0.0,2.6519433518751416,5.0,2.0,2.0,0.0,1.0,1.0,1,0.7745734966352593
1176,4.0,2.0,0.0,2.590160680985161,1.0,2.0,1.0,0.0,1.0,1.0,1,0.8957166255548218
434,4.0,1.0,1.0,2.469655202750048,0.0,1.0,1.0,1.0,1.0,0.0,0,0.027617231056359874
5248,4.0,2.0,0.0,2.469655202750048,7.0,2.0,2.0,0.0,0.0,3.0,0,0.048472562270716425
6463,5.0,0.0,0.0,2.374572871755165,2.0,4.0,2.0,0.0,1.0,1.0,0,0.06690466575788125
6568,4.0,1.0,1.0,2.2474642325978444,8.0,2.0,2.0,1.0,1.0,0.0,0,0.003835732605278398
8949,4.505353196315911,0.0,1.0,2.510162616421381,9.0,0.0,2.0,0.0,1.0,1.0,1,0.737136826065066
2337,3.0,2.0,0.0,2.444897673102868,7.0,2.0,2.0,0.0,1.0,1.0,0,0.08048119818875589
8599,4.244862982640917,2.0,1.0,2.536678235638247,4.0,2.0,1.0,0.0,1.0,1.0,1,0.7917673268471794
6809,3.0,0.0,1.0,2.444897673102868,0.0,4.0,2.0,0.0,1.0,1.0,0,0.20196647697358003
1435,3.0,1.0,1.0,2.4574871831877636,8.0,2.0,2.0,0.0,0.0,3.0,0,0.01540786428434859
6501,3.0,2.0,0.0,2.503869564022474,10.0,4.0,1.0,1.0,1.0,0.0,0,0.1820734124455663
6675,4.0,1.0,0.0,2.342296594692339,0.0,2.0,2.0,1.0,1.0,0.0,0,0.07247644078433356
11123,4.0,0.0,0.0,2.4729607242476828,5.0,0.0966121059900894,1.0,0.0,1.0,1.0,1,0.9448114604476048
4467,5.0,1.0,1.0,2.342296594692339,0.0,2.0,2.0,1.0,0.0,2.0,0,0.004960545783330593
2727,4.0,1.0,1.0,2.225445051482812,9.0,2.0,2.0,1.0,0.0,2.0,0,0.01859768737095617
6537,3.0,2.0,0.0,2.5448880909648666,10.0,3.0,2.0,0.0,1.0,1.0,1,0.6608255723301576
1138,3.0,2.0,0.0,2.389737358340596,0.0,2.0,2.0,0.0,1.0,1.0,0,0.04133071243527017
6227,3.0,1.0,0.0,2.492824463854442,2.0,2.0,1.0,1.0,0.0,2.0,0,0.4532083022241012
686,5.0,1.0,1.0,2.3587758197041415,4.0,3.0,1.0,0.0,0.0,3.0,0,0.12546776746134036
1321,4.0,0.0,0.0,2.6300969078575585,3.0,0.0,1.0,1.0,1.0,0.0,1,0.9610989144263529
8289,4.400777166503465,1.0,0.0,2.616082801435775,3.0,2.0,1.0,0.0,1.0,1.0,1,0.9996044303797469
10670,3.0,0.0,1.0,2.4829130316799217,3.0,4.0,1.0,0.0,1.0,1.0,1,0.8912591049497325
3826,3.0,1.0,1.0,2.5815725377636167,4.0,4.0,1.0,1.0,0.0,2.0,1,0.5911837132593756
2881,2.0,1.0,0.0,2.4318593876580854,3.0,2.0,2.0,1.0,1.0,0.0,0,0.006461119099752168
8772,3.0,0.6815674327397737,1.0,2.5984584061931346,5.681567432739774,0.0,1.0,0.0,0.0,3.0,1,0.9953032990216535
10663,4.35701141238873,2.0,0.35701141238873024,2.601454546438712,4.0,4.0,2.3570114123887302,1.0,1.0,0.0,1,0.9890520432450813
29,5.0,0.0,0.0,2.554431860990937,10.0,4.0,1.0,0.0,0.0,3.0,1,0.9390793171603512
6557,5.0,1.0,0.0,2.374572871755165,0.0,2.0,2.0,0.0,1.0,1.0,0,0.025569077356611156
995,2.0,2.0,0.0,2.5815725377636167,10.0,2.0,2.0,0.0,1.0,1.0,0,0.2981982076470556
1025,4.0,1.0,0.0,2.389737358340596,6.0,2.0,2.0,1.0,0.0,2.0,0,0.014052895065553293
753,3.0,0.0,0.0,2.737996495258342,9.0,4.0,1.0,1.0,1.0,0.0,1,0.6020461506669232
2218,5.0,2.0,1.0,2.444897673102868,8.0,4.0,1.0,0.0,1.0,1.0,0,0.11931514887543987
2009,4.0,1.0,1.0,2.469655202750048,9.0,2.0,1.0,0.0,1.0,1.0,0,0.19575931265059873
4660,3.0,0.0,1.0,2.492824463854442,6.0,0.0,1.0,0.0,0.0,3.0,1,0.8147412899832858
4174,5.0,2.0,1.0,2.481426676229533,6.0,2.0,3.0,1.0,1.0,0.0,1,0.6301150534453334
1805,5.0,1.0,0.0,2.65891420651245,5.0,2.0,1.0,1.0,1.0,0.0,1,0.8421677981069758
8395,3.0,0.0,1.0,2.528597339034771,3.0,1.2852389644098632,1.0,0.0,1.0,1.0,1,0.9126067609100977
5417,4.0,2.0,0.0,2.5350746984524526,1.0,2.0,2.0,0.0,1.0,1.0,0,0.15489641951313496
10234,4.0,2.0,0.40404012111341747,2.5637191659191334,5.0,2.0,1.0,0.0,1.0,1.0,1,0.9764514163341413
8605,3.0094794449156783,1.9905205550843217,1.0,2.503545230869467,9.0,2.0,1.0,0.0,0.0,3.0,1,0.709380899898741
3190,5.0,1.0,1.0,2.5637191659191334,7.0,2.0,2.0,0.0,1.0,1.0,0,0.0869183910051273
5561,6.0,0.0,0.0,2.7214161741776532,0.0,4.0,2.0,1.0,0.0,2.0,0,0.21458800433890143
1149,5.0,1.0,0.0,2.572762252517431,1.0,2.0,1.0,1.0,1.0,0.0,1,0.6612188689156985
10370,5.67871098102056,0.0,0.0,2.5056130135233508,0.6787109810205593,2.0,1.0,0.0,1.0,1.0,1,0.822378654942485
7065,3.4195273991392114,1.0,1.0,2.5579877444527965,10.0,1.0,1.0,0.0,1.0,1.0,1,0.5900475461278063
196,2.0,0.0,1.0,2.514581307060663,4.0,2.0,1.0,0.0,0.0,3.0,1,0.7303392907326066
1740,4.0,2.0,1.0,2.307063035651694,10.0,2.0,2.0,1.0,1.0,0.0,0,0.015574536223270402
3157,2.0,2.0,1.0,2.5350746984524526,6.0,2.0,2.0,1.0,1.0,0.0,0,0.10361929272018626
2451,3.0,1.0,1.0,2.492824463854442,1.0,2.0,2.0,1.0,1.0,0.0,0,0.008139784638295436
7375,3.0,2.0,1.0,2.5263669373227007,8.0,2.0,1.0,0.0,1.0,1.0,1,0.770171413091574
3292,4.0,2.0,0.0,2.572762252517431,9.0,2.0,1.0,0.0,1.0,1.0,1,0.8645672598336503
9893,3.5102602485559555,1.0,1.0,2.639580434850961,4.0,2.4897397514440445,1.0,0.0,0.0,3.0,1,0.9912280701754386
1800,5.0,1.0,0.0,2.4183424053220275,3.0,2.0,1.0,1.0,1.0,0.0,1,0.36135706045423094
2787,3.0,0.0,0.0,2.1512396018063,0.0,2.0,1.0,1.0,1.0,0.0,1,0.45710859422698585
1016,4.0,1.0,1.0,2.444897673102868,8.0,2.0,2.0,0.0,1.0,1.0,0,0.005246862841799551
5331,5.0,2.0,1.0,2.492824463854442,9.0,1.0,1.0,0.0,0.0,3.0,0,0.1808699994100903
8893,4.0,1.5285578246963958,1.0,2.5834205001341966,9.528557824696396,2.0,3.0,0.0,0.0,3.0,1,0.9195913842779164
8990,4.467422481520041,0.0,1.0,2.586523350184395,2.4674224815200403,0.0,2.5325775184799597,0.0,1.0,1.0,1,0.9937196266867684
2008,6.0,0.0,0.0,2.6067097709889424,6.0,2.0,1.0,1.0,0.0,2.0,1,0.8160586981467263
1250,5.0,1.0,0.0,2.4318593876580854,3.0,0.0,2.0,1.0,1.0,0.0,0,0.039655070640541114
139,4.0,0.0,0.0,2.4318593876580854,10.0,0.0,1.0,0.0,1.0,1.0,0,0.5018559770161537
10088,4.0,0.0,0.0,2.560296888798898,8.351441039036004,4.0,1.0,0.0,1.0,1.0,1,0.9412507652517296
6661,4.0,0.0,0.0,2.554431860990937,9.0,2.0,1.0,0.0,1.0,1.0,0,0.7457190866391634
8237,5.0,0.5476975405920689,1.0,2.5362628887706316,9.452302459407932,0.0,1.0,0.0,0.0,3.0,1,0.9501626734314745
4608,3.0,2.0,0.0,2.4183424053220275,10.0,4.0,1.0,0.0,1.0,1.0,0,0.1786750573128281
2400,4.0,2.0,0.0,2.404313823748339,6.0,2.0,1.0,1.0,1.0,0.0,0,0.055432675878114214
2214,3.0,2.0,1.0,2.469655202750048,1.0,2.0,2.0,1.0,0.0,2.0,0,0.038655877750158024
9577,4.0,0.0877945786737796,0.0,2.5735357477986156,9.08779457867378,4.0,1.0877945786737797,1.0,1.0,0.0,1,0.9930165603883125
8296,5.0,0.0,0.98213190170407,2.665203829999757,0.017868098295929946,0.0,2.0,0.0,0.0,3.0,1,0.8594562333873809
9816,3.0,1.0,0.0,2.464726389468196,1.0,2.0,1.6976040274619995,0.0,1.0,1.0,1,0.9569802652747356
5348,5.0,1.0,0.0,2.481426676229533,4.0,0.0,1.0,1.0,1.0,0.0,1,0.3340315789834741
7507,4.811909759845926,1.1880902401540743,1.0,2.626683690622926,4.811909759845926,0.0,1.0,1.0,1.0,0.0,1,0.8921483267323786
2124,5.0,2.0,1.0,2.4574871831877636,2.0,0.0,1.0,1.0,1.0,0.0,0,0.05845164853522027
6320,6.0,2.0,1.0,2.514581307060663,8.0,4.0,1.0,1.0,1.0,0.0,0,0.10105996052472908
1533,4.0,1.0,1.0,2.202163620820217,6.0,2.0,2.0,0.0,1.0,1.0,0,0.012494829155290809
9126,5.0,1.0,0.0,2.549719156463205,10.0,0.0,2.482227211104787,0.0,0.5177727888952128,1.9644544222095743,1,0.9769790137503328
673,6.0,2.0,0.0,2.6300969078575585,5.0,0.0,1.0,0.0,1.0,1.0,0,0.5249807134432324
7236,3.146830258318798,0.0,0.853169741681202,2.6053325873353215,3.853169741681202,0.0,1.0,1.0,0.0,2.0,1,0.9884110406321089
6674,4.0,1.0,1.0,2.389737358340596,3.0,2.0,2.0,1.0,0.0,2.0,0,0.004219409282700422
5396,5.0,1.0,1.0,2.492824463854442,8.0,0.0,2.0,0.0,1.0,1.0,0,0.1921766982823358
303,5.0,1.0,1.0,2.492824463854442,3.0,2.0,1.0,0.0,1.0,1.0,0,0.46854154020363353
5217,4.0,1.0,1.0,2.554431860990937,0.0,2.0,2.0,1.0,1.0,0.0,0,0.02508969271813651
5912,4.0,2.0,0.0,2.288176324422878,5.0,2.0,1.0,1.0,1.0,0.0,0,0.07057126367316631
8250,3.0,2.0,1.0,2.4352665484895923,5.0,2.0,1.0,0.0,1.0,1.0,1,0.7707221694431203
10845,3.0,0.7531644948883186,0.0,2.4994002333389367,5.246835505111681,2.0,3.0,0.0,1.0,1.0,1,0.9933980559801091
5581,5.0,0.0,0.0,2.469655202750048,7.0,2.0,2.0,1.0,1.0,0.0,1,0.33510236825046563
8235,6.0,1.8283298658863463,0.0,2.645547857360394,4.0,2.0,2.6566597317726925,0.0,0.0,3.0,1,0.9859446996855392
8837,5.0,0.0,0.0,2.6012827847426685,0.0,1.4334829370305542,1.0,0.0,0.0,3.0,1,0.9805300393033572
8153,4.0,1.0,0.0,2.538387337373874,5.0,2.0,3.0,0.0,1.0,1.0,1,0.9817906931737909
1267,5.0,0.0,0.0,2.444897673102868,7.0,3.0,2.0,1.0,0.0,2.0,0,0.08832524653349984
2447,4.0,1.0,0.0,2.5815725377636167,10.0,4.0,2.0,1.0,1.0,0.0,1,0.412198810081594
3173,3.0,1.0,1.0,2.672424040037831,0.0,2.0,4.0,1.0,1.0,0.0,1,0.7243657450416665
1882,3.0,2.0,1.0,2.492824463854442,6.0,2.0,2.0,0.0,1.0,1.0,0,0.04925467258397266
7027,4.0,0.0,0.04194140048000228,2.545288370045619,1.0,0.0,1.0419414004800023,0.0,0.0,3.0,1,0.9913050030138637
7107,4.233671592356081,0.0,1.0,2.646838458514235,3.0,4.0,1.0,0.7663284076439189,1.0,0.23367159235608115,1,0.9773922543701026
7363,4.007614885857587,1.0,0.0,2.53418579536437,6.007614885857587,2.0,1.0,1.0,0.0,2.0,1,0.7977150369464807
1235,5.0,1.0,1.0,2.374572871755165,5.0,2.0,2.0,0.0,1.0,1.0,0,0.0034010996036312486
5486,4.0,0.0,1.0,2.5985366483993895,10.0,4.0,1.0,1.0,0.0,2.0,1,0.7832922752929512
6058,4.0,2.0,0.0,2.5637191659191334,8.0,1.0,1.0,0.0,1.0,1.0,0,0.37324383233801467
5626,3.0,2.0,1.0,2.469655202750048,9.0,3.0,1.0,1.0,1.0,0.0,0,0.07934817226357735
277,2.0,1.0,0.0,2.4318593876580854,1.0,2.0,2.0,1.0,1.0,0.0,0,0.010649792592223128
3123,3.0,1.0,0.0,2.503869564022474,0.0,4.0,1.0,0.0,0.0,3.0,0,0.3603489599484916
